もと父親,"Map088.json,events,1,name"
否,"Map088.json,events,13,pages,11,list,50,parameters,1"
女人,"Map088.json,events,13,pages,12,list,2,parameters,0"
「即使是这个身体，原来的工作也没问题……。,"Map088.json,events,13,pages,12,list,3,parameters,0"
只是，隔壁邻居有点问题」,"Map088.json,events,13,pages,12,list,4,parameters,0"
\C[27]清彦,"Map088.json,events,13,pages,12,list,7,parameters,0"
「（隔壁……？）」,"Map088.json,events,13,pages,12,list,8,parameters,0"
一个认真整理行李的少女。,"Map088.json,events,13,pages,12,list,14,parameters,0"
比现在的她小了一头。,"Map088.json,events,13,pages,12,list,15,parameters,0"
不如说是幼女比较好。,"Map088.json,events,13,pages,12,list,16,parameters,0"
女人,"Map088.json,events,13,pages,12,list,18,parameters,0"
「虽然会成为和我类似的竞争对手,"Map088.json,events,13,pages,12,list,19,parameters,0"
但是她那么小的身体却四处碰壁,"Map088.json,events,13,pages,12,list,20,parameters,0"
老实说，有点可怜……」,"Map088.json,events,13,pages,12,list,21,parameters,0"
\C[27]清彦,"Map088.json,events,13,pages,12,list,23,parameters,0"
「确实，那个身体很难工作……呢」,"Map088.json,events,13,pages,12,list,24,parameters,0"
女人,"Map088.json,events,13,pages,12,list,28,parameters,0"
「要不要和她一起做呢。,"Map088.json,events,13,pages,12,list,29,parameters,0"
……虽然两个人一起做，不是那么简单,"Map088.json,events,13,pages,12,list,30,parameters,0"
有点困难」,"Map088.json,events,13,pages,12,list,31,parameters,0"
女人,"Map088.json,events,13,pages,12,list,36,parameters,0"
「说了这么复杂的话，对不起」,"Map088.json,events,13,pages,12,list,37,parameters,0"
\C[27]清彦,"Map088.json,events,13,pages,12,list,39,parameters,0"
「没关系……」,"Map088.json,events,13,pages,12,list,40,parameters,0"
感觉自己被当成小孩子一样。,"Map088.json,events,13,pages,12,list,42,parameters,0"
想起以前，即使只有一天也要被当成大人！,"Map088.json,events,13,pages,12,list,43,parameters,0"
对这种对待感到生气的日子，让她感到怀念……。,"Map088.json,events,13,pages,12,list,44,parameters,0"
是否再次观看事件？,"Map088.json,events,13,pages,13,list,1,parameters,0"
是,"Map088.json,events,13,pages,13,list,2,parameters,0,0"
否,"Map088.json,events,13,pages,13,list,2,parameters,0,1"
是,"Map088.json,events,13,pages,13,list,3,parameters,1"
女人,"Map088.json,events,13,pages,13,list,6,parameters,0"
「即使是这个身体，原来的工作也没问题……。,"Map088.json,events,13,pages,13,list,7,parameters,0"
只是，隔壁邻居有点问题」,"Map088.json,events,13,pages,13,list,8,parameters,0"
\C[27]清彦,"Map088.json,events,13,pages,13,list,11,parameters,0"
「（隔壁……？）」,"Map088.json,events,13,pages,13,list,12,parameters,0"
一个认真整理行李的少女。,"Map088.json,events,13,pages,13,list,18,parameters,0"
比现在的她小了一头。,"Map088.json,events,13,pages,13,list,19,parameters,0"
不如说是幼女比较好。,"Map088.json,events,13,pages,13,list,20,parameters,0"
女人,"Map088.json,events,13,pages,13,list,22,parameters,0"
「虽然会成为和我类似的竞争对手,"Map088.json,events,13,pages,13,list,23,parameters,0"
但是她那么小的身体却四处碰壁,"Map088.json,events,13,pages,13,list,24,parameters,0"
老实说，有点可怜……」,"Map088.json,events,13,pages,13,list,25,parameters,0"
\C[27]清彦,"Map088.json,events,13,pages,13,list,27,parameters,0"
「确实，那个身体很难工作……呢」,"Map088.json,events,13,pages,13,list,28,parameters,0"
女人,"Map088.json,events,13,pages,13,list,32,parameters,0"
「要不要和她一起做呢。,"Map088.json,events,13,pages,13,list,33,parameters,0"
……虽然两个人一起做，不是那么简单,"Map088.json,events,13,pages,13,list,34,parameters,0"
有点困难」,"Map088.json,events,13,pages,13,list,35,parameters,0"
女人,"Map088.json,events,13,pages,13,list,40,parameters,0"
「说了这么复杂的话，对不起」,"Map088.json,events,13,pages,13,list,41,parameters,0"
\C[27]清彦,"Map088.json,events,13,pages,13,list,43,parameters,0"
「没关系……」,"Map088.json,events,13,pages,13,list,44,parameters,0"
感觉自己被当成小孩子一样。,"Map088.json,events,13,pages,13,list,46,parameters,0"
想起以前，即使只有一天也要被当成大人！,"Map088.json,events,13,pages,13,list,47,parameters,0"
对这种对待感到生气的日子，让她感到怀念……。,"Map088.json,events,13,pages,13,list,48,parameters,0"
否,"Map088.json,events,13,pages,13,list,50,parameters,1"
头发很长的男人,"Map088.json,events,14,pages,0,list,1,parameters,0"
「呼……就差一点了」,"Map088.json,events,14,pages,0,list,2,parameters,0"
女孩子,"Map088.json,events,14,pages,1,list,1,parameters,0"
「嗯哼嗯哼。,"Map088.json,events,14,pages,1,list,2,parameters,0"
准备虽然很辛苦，但是必须努力」,"Map088.json,events,14,pages,1,list,3,parameters,0"
\C[27]清彦,"Map088.json,events,14,pages,1,list,5,parameters,0"
「（……身体变小的人们都好辛苦啊。,"Map088.json,events,14,pages,1,list,6,parameters,0"
有没有什么办法呢）」,"Map088.json,events,14,pages,1,list,7,parameters,0"
『新鲜！海鲜店』,"Map088.json,events,15,pages,0,list,1,parameters,0"
『新鲜！海鲜店』,"Map088.json,events,15,pages,1,list,3,parameters,0"
\C[27]清香,"Map088.json,events,15,pages,1,list,6,parameters,0"
「新鲜？……先生？」,"Map088.json,events,15,pages,1,list,7,parameters,0"
到底是什么新鲜的东西呢？,"Map088.json,events,15,pages,1,list,9,parameters,0"
可能是指食物吧。,"Map088.json,events,15,pages,1,list,10,parameters,0"
\C[27]清彦,"Map088.json,events,15,pages,1,list,12,parameters,0"
「……我有点想尝尝」,"Map088.json,events,15,pages,1,list,13,parameters,0"
一瞥。,"Map088.json,events,15,pages,1,list,15,parameters,0"
『梅盐』先生，入住预定宅。,"Map088.json,events,16,pages,0,list,1,parameters,0"
木匠,"Map088.json,events,17,pages,0,list,1,parameters,0"
「呼……就差一点了」,"Map088.json,events,17,pages,0,list,2,parameters,0"
清彦,"Map088.json,events,17,pages,0,list,4,parameters,0"
「（这种体力活,"Map088.json,events,17,pages,0,list,5,parameters,0"
与冒险家不同，需要不同的体力。,"Map088.json,events,17,pages,0,list,6,parameters,0"
对我来说似乎有点困难）」,"Map088.json,events,17,pages,0,list,7,parameters,0"
木匠,"Map088.json,events,17,pages,1,list,1,parameters,0"
「呼……就差一点了」,"Map088.json,events,17,pages,1,list,2,parameters,0"
\C[27]清彦,"Map088.json,events,17,pages,1,list,4,parameters,0"
「（这种体力活,"Map088.json,events,17,pages,1,list,5,parameters,0"
与冒险家不同，需要不同的体力。,"Map088.json,events,17,pages,1,list,6,parameters,0"
对我来说似乎有点困难）」,"Map088.json,events,17,pages,1,list,7,parameters,0"
木匠,"Map088.json,events,17,pages,2,list,1,parameters,0"
「呼……就差一点了」,"Map088.json,events,17,pages,2,list,2,parameters,0"
\C[27]清彦,"Map088.json,events,17,pages,2,list,4,parameters,0"
「（这是多少年，几十年的锻炼肌肉。,"Map088.json,events,17,pages,2,list,5,parameters,0"
虽然很厉害……但是血压高吗？血液黏稠吗？,"Map088.json,events,17,pages,2,list,6,parameters,0"
他经常喝酒吗？）」,"Map088.json,events,17,pages,2,list,7,parameters,0"
木工师傅,"Map088.json,events,17,pages,3,list,1,parameters,0"
「呼……就差一点了。,"Map088.json,events,17,pages,3,list,2,parameters,0"
小姐，你对我的工作感兴趣吗？」,"Map088.json,events,17,pages,3,list,3,parameters,0"
因为是冒险家，所以身材总是让人在意。,"Map088.json,events,17,pages,3,list,5,parameters,0"
那个人是如何锻炼和做什么的——。,"Map088.json,events,17,pages,3,list,6,parameters,0"
这一切一目了然。,"Map088.json,events,17,pages,3,list,7,parameters,0"
在对战中，这也可能决定胜负。,"Map088.json,events,17,pages,3,list,8,parameters,0"
木工师傅的身材,"Map088.json,events,17,pages,3,list,10,parameters,0"
是土木工作的人的体型。,"Map088.json,events,17,pages,3,list,11,parameters,0"
特别是上半身的肌肉非常发达,"Map088.json,events,17,pages,3,list,12,parameters,0"
每天都在举重和挥舞重物的证明。,"Map088.json,events,17,pages,3,list,13,parameters,0"
\C[27]清彦,"Map088.json,events,17,pages,3,list,15,parameters,0"
「不、不是！,"Map088.json,events,17,pages,3,list,16,parameters,0"
只是觉得……很厉害而已」,"Map088.json,events,17,pages,3,list,17,parameters,0"
冒险家需要的是与众不同的体力。,"Map088.json,events,17,pages,3,list,19,parameters,0"
清彦觉得他很厉害。,"Map088.json,events,17,pages,3,list,20,parameters,0"
木工师傅,"Map088.json,events,17,pages,3,list,22,parameters,0"
「是吗？这种力气活是男人的特权。,"Map088.json,events,17,pages,3,list,23,parameters,0"
尽管看吧,"Map088.json,events,17,pages,3,list,24,parameters,0"
被可爱的女孩子看着，是一件好事」,"Map088.json,events,17,pages,3,list,25,parameters,0"
\C[27]清彦,"Map088.json,events,17,pages,3,list,27,parameters,0"
「哈哈……」,"Map088.json,events,17,pages,3,list,28,parameters,0"
可爱。这个词不习惯。,"Map088.json,events,17,pages,3,list,30,parameters,0"
每次被当作女性对待，都俯视自己的身体。,"Map088.json,events,17,pages,3,list,31,parameters,0"
果然那里只有一个小而纤细的少女身体……。,"Map088.json,events,17,pages,3,list,32,parameters,0"
木工师傅,"Map088.json,events,17,pages,4,list,1,parameters,0"
「呼……就差一点了。,"Map088.json,events,17,pages,4,list,2,parameters,0"
小姐，你对我的工作感兴趣吗？」,"Map088.json,events,17,pages,4,list,3,parameters,0"
因为是冒险家，所以身材总是让人在意。,"Map088.json,events,17,pages,4,list,5,parameters,0"
那个人是如何锻炼和做什么的——。,"Map088.json,events,17,pages,4,list,6,parameters,0"
这一切一目了然。,"Map088.json,events,17,pages,4,list,7,parameters,0"
在对战中，这也可能决定胜负。,"Map088.json,events,17,pages,4,list,8,parameters,0"
木工师傅的身材,"Map088.json,events,17,pages,4,list,10,parameters,0"
是土木工作的人的体型。,"Map088.json,events,17,pages,4,list,11,parameters,0"
特别是上半身的肌肉非常发达,"Map088.json,events,17,pages,4,list,12,parameters,0"
每天都在举重和挥舞重物的证明。,"Map088.json,events,17,pages,4,list,13,parameters,0"
\C[27]清彦,"Map088.json,events,17,pages,4,list,15,parameters,0"
「不、不是！,"Map088.json,events,17,pages,4,list,16,parameters,0"
只是觉得……很厉害而已」,"Map088.json,events,17,pages,4,list,17,parameters,0"
冒险家需要的是与众不同的体力。,"Map088.json,events,17,pages,4,list,19,parameters,0"
清彦觉得他很厉害。,"Map088.json,events,17,pages,4,list,20,parameters,0"
木工师傅,"Map088.json,events,17,pages,4,list,22,parameters,0"
「是吗？这种力气活是男人的特权。,"Map088.json,events,17,pages,4,list,23,parameters,0"
尽管看吧,"Map088.json,events,17,pages,4,list,24,parameters,0"
被美丽的人看着，是一件好事」,"Map088.json,events,17,pages,4,list,25,parameters,0"
\C[27]清彦,"Map088.json,events,17,pages,4,list,27,parameters,0"
「哈哈……」,"Map088.json,events,17,pages,4,list,28,parameters,0"
美丽的人。这个词不习惯。,"Map088.json,events,17,pages,4,list,30,parameters,0"
每次被当作女性对待，都俯视自己的身体。,"Map088.json,events,17,pages,4,list,31,parameters,0"
果然那里只有一个胸部丰满的女性身体……。,"Map088.json,events,17,pages,4,list,32,parameters,0"
木工师傅,"Map088.json,events,17,pages,5,list,1,parameters,0"
「呼……就差一点了。,"Map088.json,events,17,pages,5,list,2,parameters,0"
魔物娘小姐，你对我的工作感兴趣吗？」,"Map088.json,events,17,pages,5,list,3,parameters,0"
\C[27]清彦,"Map088.json,events,17,pages,5,list,5,parameters,0"
「不、不是。,"Map088.json,events,17,pages,5,list,6,parameters,0"
没什么事」,"Map088.json,events,17,pages,5,list,7,parameters,0"
木工师傅的汗水在阳光下闪闪发光。,"Map088.json,events,17,pages,5,list,9,parameters,0"
可以看出他日常工作锻炼的肌肉并不是虚有其表。,"Map088.json,events,17,pages,5,list,10,parameters,0"
……不过话说回来。,"Map088.json,events,17,pages,5,list,11,parameters,0"
\C[27]清彦,"Map088.json,events,17,pages,5,list,13,parameters,0"
「（没有突出的胸部，真好啊）」,"Map088.json,events,17,pages,5,list,14,parameters,0"
柔软、丰满、而且沉重。,"Map088.json,events,17,pages,5,list,16,parameters,0"
自己拥有的双胸实在太不方便了。,"Map088.json,events,17,pages,5,list,17,parameters,0"
虽然在男性时代非常向往……。,"Map088.json,events,17,pages,5,list,18,parameters,0"
运动神经本身比男性时代更好。,"Map088.json,events,17,pages,5,list,20,parameters,0"
但是与之无关。,"Map088.json,events,17,pages,5,list,21,parameters,0"
每次动一下都会晃动，而且特别碍事。太碍事了。,"Map088.json,events,17,pages,5,list,22,parameters,0"
真想早点脱掉恢复原样。,"Map088.json,events,17,pages,5,list,23,parameters,0"
木工师傅,"Map088.json,events,17,pages,6,list,1,parameters,0"
「呼……就差一点了。,"Map088.json,events,17,pages,6,list,2,parameters,0"
魔物娘小姐，你对我的工作感兴趣吗？」,"Map088.json,events,17,pages,6,list,3,parameters,0"
\C[27]清彦,"Map088.json,events,17,pages,6,list,6,parameters,0"
「不、不是。,"Map088.json,events,17,pages,6,list,7,parameters,0"
没什么事」,"Map088.json,events,17,pages,6,list,8,parameters,0"
左手的钉子。右手的锤子。,"Map088.json,events,17,pages,6,list,10,parameters,0"
还有木工锻炼出来的坚硬胸板和手臂肌肉。,"Map088.json,events,17,pages,6,list,11,parameters,0"
……所有的一切都让人羡慕。,"Map088.json,events,17,pages,6,list,12,parameters,0"
再次看着自己的双臂，它们弯曲成了“へ”的形状。,"Map088.json,events,17,pages,6,list,14,parameters,0"
那里没有肌肉，甚至连手指都没有。,"Map088.json,events,17,pages,6,list,15,parameters,0"
啊……那只手好想要。那些肌肉好想要。,"Map088.json,events,17,pages,6,list,16,parameters,0"
她想要重新拥有方便的人类手，她想到。,"Map088.json,events,17,pages,6,list,17,parameters,0"
木工师傅,"Map088.json,events,17,pages,7,list,1,parameters,0"
「这个身体做工作非常困难。,"Map088.json,events,17,pages,7,list,2,parameters,0"
必须从根本上考虑……」,"Map088.json,events,17,pages,7,list,3,parameters,0"
\C[27]清彦,"Map088.json,events,17,pages,7,list,5,parameters,0"
「（看起来相当辛苦。,"Map088.json,events,17,pages,7,list,6,parameters,0"
应该把这个告诉店长……）」,"Map088.json,events,17,pages,7,list,7,parameters,0"
\C[27]清彦,"Map088.json,events,17,pages,7,list,9,parameters,0"
「（能不能制作出从尾巴的体液中暂时提高力量的药……？）」,"Map088.json,events,17,pages,7,list,10,parameters,0"
木工师傅,"Map088.json,events,17,pages,8,list,1,parameters,0"
「这个身体做工作非常困难。,"Map088.json,events,17,pages,8,list,2,parameters,0"
必须从根本上考虑……」,"Map088.json,events,17,pages,8,list,3,parameters,0"
\C[27]清彦,"Map088.json,events,17,pages,8,list,5,parameters,0"
「（看起来相当辛苦。,"Map088.json,events,17,pages,8,list,6,parameters,0"
应该把这个告诉店长……）」,"Map088.json,events,17,pages,8,list,7,parameters,0"
\C[27]清彦,"Map088.json,events,17,pages,8,list,9,parameters,0"
「（能不能制作出从尾巴的体液中暂时提高力量的药……？）」,"Map088.json,events,17,pages,8,list,10,parameters,0"
\C[27]清彦,"Map088.json,events,18,pages,0,list,9,parameters,0"
「（去图书馆看看……嗯？）」,"Map088.json,events,18,pages,0,list,10,parameters,0"
她突然闻到了一股奇怪的气味。,"Map088.json,events,18,pages,0,list,15,parameters,0"
……虽然是海水的味道，但是很浓烈。,"Map088.json,events,18,pages,0,list,16,parameters,0"
\C[27]清彦,"Map088.json,events,18,pages,0,list,18,parameters,0"
「（是从那边传来的吗……？）」,"Map088.json,events,18,pages,0,list,19,parameters,0"
店员,"Map088.json,events,18,pages,0,list,26,parameters,0"
「该死……不能输给隔壁的店」,"Map088.json,events,18,pages,0,list,27,parameters,0"
\C[27]清彦,"Map088.json,events,18,pages,0,list,29,parameters,0"
「那个……」,"Map088.json,events,18,pages,0,list,30,parameters,0"
店员,"Map088.json,events,18,pages,0,list,35,parameters,0"
「咦咦！（哦，好可爱的女孩子）,"Map088.json,events,18,pages,0,list,36,parameters,0"
嗯，有什么事吗！？」,"Map088.json,events,18,pages,0,list,37,parameters,0"
\C[27]清彦,"Map088.json,events,18,pages,0,list,39,parameters,0"
「那个……可以让我看看后面的贝壳吗？」,"Map088.json,events,18,pages,0,list,40,parameters,0"
店员,"Map088.json,events,18,pages,0,list,42,parameters,0"
「好的，当然可以！」,"Map088.json,events,18,pages,0,list,43,parameters,0"
她张开腿坐下，露出螃蟹般的姿势。,"Map088.json,events,18,pages,0,list,53,parameters,0"
看到这样的样子，店员的脸有点扭曲。,"Map088.json,events,18,pages,0,list,54,parameters,0"
内衣也有点露出来……。,"Map088.json,events,18,pages,0,list,55,parameters,0"
难道是痴女什么的？店员这样想。,"Map088.json,events,18,pages,0,list,56,parameters,0"
\C[27]清彦,"Map088.json,events,18,pages,0,list,60,parameters,0"
「这个，可以打开看看里面吗？」,"Map088.json,events,18,pages,0,list,61,parameters,0"
店员,"Map088.json,events,18,pages,0,list,64,parameters,0"
「里面……？嗯，嗯。,"Map088.json,events,18,pages,0,list,65,parameters,0"
嗯，当然可以！」,"Map088.json,events,18,pages,0,list,66,parameters,0"
她熟练地打开贝壳。,"Map088.json,events,18,pages,0,list,71,parameters,0"
明明没有做过，为什么能做到这种事。,"Map088.json,events,18,pages,0,list,72,parameters,0"
感觉身体记住了……。,"Map088.json,events,18,pages,0,list,73,parameters,0"
\C[27]清彦,"Map088.json,events,18,pages,0,list,76,parameters,0"
「果然……请看，这个」,"Map088.json,events,18,pages,0,list,77,parameters,0"
店员,"Map088.json,events,18,pages,0,list,82,parameters,0"
「这、这个……！」,"Map088.json,events,18,pages,0,list,83,parameters,0"
贝壳里面，闪闪发光的白色珠子……珍珠。\!,"Map088.json,events,18,pages,0,list,85,parameters,0"
从贝壳里面采集到的稀有物品。,"Map088.json,events,18,pages,0,list,86,parameters,0"
虽然不至于能建房子,"Map088.json,events,18,pages,0,list,87,parameters,0"
但足够玩上几个月了。,"Map088.json,events,18,pages,0,list,88,parameters,0"
店员,"Map088.json,events,18,pages,0,list,91,parameters,0"
「好、好厉害……我还是第一次见到珍珠……！,"Map088.json,events,18,pages,0,list,92,parameters,0"
啊，对了。你是怎么知道的？」,"Map088.json,events,18,pages,0,list,93,parameters,0"
店员紧紧地靠近她。,"Map088.json,events,18,pages,0,list,96,parameters,0"
脸比她高出一截，而且不知不觉地不再使用敬语,"Map088.json,events,18,pages,0,list,97,parameters,0"
店员觉得她是个痴女之类的。,"Map088.json,events,18,pages,0,list,98,parameters,0"
店员,"Map088.json,events,18,pages,0,list,101,parameters,0"
「对、对不起……。,"Map088.json,events,18,pages,0,list,102,parameters,0"
\!不，不好意思吓到你了。,"Map088.json,events,18,pages,0,list,103,parameters,0"
我只是吓了一跳而已」,"Map088.json,events,18,pages,0,list,104,parameters,0"
\C[27]清彦,"Map088.json,events,18,pages,0,list,106,parameters,0"
「不、不。我才是吓到了」,"Map088.json,events,18,pages,0,list,107,parameters,0"
店员,"Map088.json,events,18,pages,0,list,110,parameters,0"
「关于这颗珍珠……。,"Map088.json,events,18,pages,0,list,111,parameters,0"
嗯……我决定送给你」,"Map088.json,events,18,pages,0,list,112,parameters,0"
\C[27]清彦,"Map088.json,events,18,pages,0,list,115,parameters,0"
「诶。但是那个」,"Map088.json,events,18,pages,0,list,116,parameters,0"
如果把珍珠卖掉，债务就会减半。,"Map088.json,events,18,pages,0,list,118,parameters,0"
真的没问题吗？,"Map088.json,events,18,pages,0,list,119,parameters,0"
店员,"Map088.json,events,18,pages,0,list,121,parameters,0"
「不过有一个条件！」,"Map088.json,events,18,pages,0,list,122,parameters,0"
梅潮,"Map088.json,events,20,name"
男人,"Map088.json,events,20,pages,0,list,1,parameters,0"
「我是来这个岛上当魔物娘研究家的。,"Map088.json,events,20,pages,0,list,2,parameters,0"
打算住在这里的房子里，拜托了」,"Map088.json,events,20,pages,0,list,3,parameters,0"
清彦,"Map088.json,events,20,pages,0,list,5,parameters,0"
「（研究家……,"Map088.json,events,20,pages,0,list,6,parameters,0"
是指研究生态之类的吗？）」,"Map088.json,events,20,pages,0,list,7,parameters,0"
男人,"Map088.json,events,20,pages,1,list,1,parameters,0"
「魔物娘……？,"Map088.json,events,20,pages,1,list,2,parameters,0"
突然说这个真是抱歉！你是什么样的魔物娘呢？,"Map088.json,events,20,pages,1,list,3,parameters,0"
我是作为魔物娘研究家在做各种调查」,"Map088.json,events,20,pages,1,list,4,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,1,list,6,parameters,0"
「嗯……。,"Map088.json,events,20,pages,1,list,7,parameters,0"
（该怎么回答呢。,"Map088.json,events,20,pages,1,list,8,parameters,0"
吸血……用姬写成‘ひめ’吧？）」,"Map088.json,events,20,pages,1,list,9,parameters,0"
男人,"Map088.json,events,20,pages,1,list,11,parameters,0"
「抱、抱歉。,"Map088.json,events,20,pages,1,list,12,parameters,0"
突然问这个确实很困扰你吧……。,"Map088.json,events,20,pages,1,list,13,parameters,0"
那么下次有时间的话，还请多关照」,"Map088.json,events,20,pages,1,list,14,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,1,list,16,parameters,0"
「嗯，嗯……。,"Map088.json,events,20,pages,1,list,17,parameters,0"
（虽然不太明白，但他好像退缩了。,"Map088.json,events,20,pages,1,list,18,parameters,0"
或许是幸运吧）」,"Map088.json,events,20,pages,1,list,19,parameters,0"
男人,"Map088.json,events,20,pages,2,list,1,parameters,0"
「魔物娘……？,"Map088.json,events,20,pages,2,list,2,parameters,0"
突然说这个真是抱歉！你是什么样的魔物娘呢？,"Map088.json,events,20,pages,2,list,3,parameters,0"
我是作为魔物娘研究家在做各种调查」,"Map088.json,events,20,pages,2,list,4,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,2,list,6,parameters,0"
「吸血……姬，用假名写成‘き’。吧。,"Map088.json,events,20,pages,2,list,7,parameters,0"
最好不要告诉其他人吧」,"Map088.json,events,20,pages,2,list,8,parameters,0"
男人,"Map088.json,events,20,pages,2,list,10,parameters,0"
「哇～……。,"Map088.json,events,20,pages,2,list,11,parameters,0"
是上位种族的东西吗……？,"Map088.json,events,20,pages,2,list,12,parameters,0"
谢谢你，我又学到了一件事」,"Map088.json,events,20,pages,2,list,13,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,2,list,15,parameters,0"
「（虽然自己说了出来,"Map088.json,events,20,pages,2,list,16,parameters,0"
但是不会感到被吸血的恐惧吗）」,"Map088.json,events,20,pages,2,list,17,parameters,0"
男人,"Map088.json,events,20,pages,3,list,1,parameters,0"
「我是来这个岛上当魔物娘研究家的。,"Map088.json,events,20,pages,3,list,2,parameters,0"
打算住在这里的房子里，拜托了」,"Map088.json,events,20,pages,3,list,3,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,3,list,5,parameters,0"
「（好像被当成本地人了）」,"Map088.json,events,20,pages,3,list,6,parameters,0"
男人,"Map088.json,events,20,pages,4,list,1,parameters,0"
「我是来这个岛上当魔物娘研究家的。,"Map088.json,events,20,pages,4,list,2,parameters,0"
打算住在这里的房子里，拜托了」,"Map088.json,events,20,pages,4,list,3,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,4,list,5,parameters,0"
「（好像被当成本地人了。,"Map088.json,events,20,pages,4,list,6,parameters,0"
胸部一直被盯着看）」,"Map088.json,events,20,pages,4,list,7,parameters,0"
男人,"Map088.json,events,20,pages,5,list,1,parameters,0"
「魔物娘……？,"Map088.json,events,20,pages,5,list,2,parameters,0"
突然问这个真是抱歉，你是妖狐的魔物娘吗？,"Map088.json,events,20,pages,5,list,3,parameters,0"
我是作为魔物娘研究家在做各种调查」,"Map088.json,events,20,pages,5,list,4,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,5,list,6,parameters,0"
「嗯，是的……」,"Map088.json,events,20,pages,5,list,7,parameters,0"
被问到是妖狐，回答是的。,"Map088.json,events,20,pages,5,list,9,parameters,0"
这样回答那种问题，是妖狐化已经进行到了一定程度的证明吗。,"Map088.json,events,20,pages,5,list,10,parameters,0"
不对，思考方式还是男性的。,"Map088.json,events,20,pages,5,list,12,parameters,0"
言辞也认为自己还是男性，,"Map088.json,events,20,pages,5,list,13,parameters,0"
虽然有时会故意说女性的话,"Map088.json,events,20,pages,5,list,14,parameters,0"
但内心明明是男性，还是人类。,"Map088.json,events,20,pages,5,list,15,parameters,0"
男人,"Map088.json,events,20,pages,5,list,17,parameters,0"
「能见到你真是太好了！,"Map088.json,events,20,pages,5,list,18,parameters,0"
下次有机会的话，能听听你的故事吗？,"Map088.json,events,20,pages,5,list,19,parameters,0"
从生活方式到隐私都不会侵犯」,"Map088.json,events,20,pages,5,list,20,parameters,0"
男人,"Map088.json,events,20,pages,5,list,22,parameters,0"
「当然会给你报酬。,"Map088.json,events,20,pages,5,list,23,parameters,0"
如果可以的话。只要可以，就请多关照！」,"Map088.json,events,20,pages,5,list,24,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,5,list,26,parameters,0"
「我明白了。,"Map088.json,events,20,pages,5,list,27,parameters,0"
如果有机会的话……」,"Map088.json,events,20,pages,5,list,28,parameters,0"
他用力地靠近。,"Map088.json,events,20,pages,5,list,30,parameters,0"
但是，男人好像有所顾忌。,"Map088.json,events,20,pages,5,list,31,parameters,0"
他的目光似乎集中在耳朵和尾巴上。,"Map088.json,events,20,pages,5,list,32,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,5,list,34,parameters,0"
「（如果知道我是男性，会有什么反应呢……）」,"Map088.json,events,20,pages,5,list,35,parameters,0"
现在只是穿上了皮肤的人类男性。,"Map088.json,events,20,pages,5,list,37,parameters,0"
如果看到这个皮肤，研究者会怎么做呢。,"Map088.json,events,20,pages,5,list,38,parameters,0"
会惊讶……这是毫无疑问的。,"Map088.json,events,20,pages,5,list,39,parameters,0"
会进行研究……也是毫无疑问的。,"Map088.json,events,20,pages,5,list,40,parameters,0"
……穿上。这种事情应该不会发生吧。,"Map088.json,events,20,pages,5,list,42,parameters,0"
男人,"Map088.json,events,20,pages,6,list,1,parameters,0"
「如果有机会的话，请多关照」,"Map088.json,events,20,pages,6,list,2,parameters,0"
男人,"Map088.json,events,20,pages,7,list,1,parameters,0"
「魔物娘……？,"Map088.json,events,20,pages,7,list,2,parameters,0"
突然问这个真是抱歉，你是哈比的魔物娘吗？,"Map088.json,events,20,pages,7,list,3,parameters,0"
我是作为魔物娘研究家在做各种调查」,"Map088.json,events,20,pages,7,list,4,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,7,list,6,parameters,0"
「嗯，是的……」,"Map088.json,events,20,pages,7,list,7,parameters,0"
男人,"Map088.json,events,20,pages,7,list,9,parameters,0"
「能见到你真是太好了！,"Map088.json,events,20,pages,7,list,10,parameters,0"
下次有机会的话，能听听你的故事吗？,"Map088.json,events,20,pages,7,list,11,parameters,0"
从生活方式到隐私都不会侵犯」,"Map088.json,events,20,pages,7,list,12,parameters,0"
男人,"Map088.json,events,20,pages,7,list,14,parameters,0"
「当然会给你报酬。,"Map088.json,events,20,pages,7,list,15,parameters,0"
如果可以的话。只要可以，就请多关照！,"Map088.json,events,20,pages,7,list,16,parameters,0"
没想到会有智商高的哈比呢！」,"Map088.json,events,20,pages,7,list,17,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,7,list,19,parameters,0"
「我明白了。如果有机会的话……」,"Map088.json,events,20,pages,7,list,20,parameters,0"
他用力地靠近。,"Map088.json,events,20,pages,7,list,22,parameters,0"
几乎不了解哈比的生活方式。,"Map088.json,events,20,pages,7,list,23,parameters,0"
身体会告诉我……但我不想知道。,"Map088.json,events,20,pages,7,list,24,parameters,0"
这才是正确的回答吧。,"Map088.json,events,20,pages,7,list,25,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,7,list,27,parameters,0"
