猫娘,"Map065.json,events,4,name"
好久没见了，看起来很健康）」,"Map065.json,events,14,pages,3,list,3,parameters,0"
\C[27]清彦,"Map065.json,events,14,pages,4,list,1,parameters,0"
「（猫魔物娘……吗。,"Map065.json,events,14,pages,4,list,2,parameters,0"
好久没见了）」,"Map065.json,events,14,pages,4,list,3,parameters,0"
\C[27]清彦,"Map065.json,events,14,pages,4,list,6,parameters,0"
「（为什么呢，为什么会感到寒意……。,"Map065.json,events,14,pages,4,list,7,parameters,0"
仿佛要被猫吃掉一样……？）」,"Map065.json,events,14,pages,4,list,8,parameters,0"
\C[27]清彦,"Map065.json,events,14,pages,5,list,1,parameters,0"
「（猫魔物娘吗。,"Map065.json,events,14,pages,5,list,2,parameters,0"
她的尾巴看起来也很容易打理）」,"Map065.json,events,14,pages,5,list,3,parameters,0"
\C[27]清香,"Map065.json,events,14,pages,6,list,2,parameters,0"
「（那时候在的猫娘怎么不见了呢）」,"Map065.json,events,14,pages,6,list,3,parameters,0"
\C[27]清彦,"Map065.json,events,14,pages,7,list,1,parameters,0"
「（猫魔物娘吗。,"Map065.json,events,14,pages,7,list,2,parameters,0"
说不定她以前是人类……,"Map065.json,events,14,pages,7,list,3,parameters,0"
哈哈。不可能的，对吧）」,"Map065.json,events,14,pages,7,list,4,parameters,0"
猫娘,"Map065.json,events,15,name"
\C[27]清香,"Map065.json,events,16,pages,0,list,2,parameters,0"
「看起来不太舒服的猫娘。,"Map065.json,events,16,pages,0,list,3,parameters,0"
是不是身体不舒服？」,"Map065.json,events,16,pages,0,list,4,parameters,0"
\C[27]清香,"Map065.json,events,17,pages,0,list,2,parameters,0"
「看起来不太舒服的猫娘。,"Map065.json,events,17,pages,0,list,3,parameters,0"
是不是身体不舒服？」,"Map065.json,events,17,pages,0,list,4,parameters,0"
\C[27]清香,"Map065.json,events,18,pages,0,list,2,parameters,0"
「看起来不太舒服的猫娘。,"Map065.json,events,18,pages,0,list,3,parameters,0"
是不是身体不舒服？」,"Map065.json,events,18,pages,0,list,4,parameters,0"
\C[27]清香,"Map065.json,events,19,pages,0,list,2,parameters,0"
「看起来不太舒服的猫娘。,"Map065.json,events,19,pages,0,list,3,parameters,0"
是不是身体不舒服？」,"Map065.json,events,19,pages,0,list,4,parameters,0"
原男性,"Map065.json,events,20,name"
右边的女性,"Map065.json,events,20,pages,0,list,1,parameters,0"
「喂，这里乱七八糟的。,"Map065.json,events,20,pages,0,list,2,parameters,0"
你是女孩子，应该更加自律！」,"Map065.json,events,20,pages,0,list,3,parameters,0"
左边的女性,"Map065.json,events,20,pages,0,list,6,parameters,0"
「两三天肯定记不住啦」,"Map065.json,events,20,pages,0,list,7,parameters,0"
右边的女性,"Map065.json,events,20,pages,0,list,9,parameters,0"
「没关系。,"Map065.json,events,20,pages,0,list,10,parameters,0"
我会好好教你做女孩子的。,"Map065.json,events,20,pages,0,list,11,parameters,0"
毕竟我是你的女朋友嘛」,"Map065.json,events,20,pages,0,list,12,parameters,0"
\C[27]清彦,"Map065.json,events,20,pages,0,list,14,parameters,0"
「（两个人重新在一起后,"Map065.json,events,20,pages,0,list,15,parameters,0"
男朋友变成女性了吗。,"Map065.json,events,20,pages,0,list,16,parameters,0"
这两个人以后会怎样呢）」,"Map065.json,events,20,pages,0,list,17,parameters,0"
右边的女性,"Map065.json,events,20,pages,1,list,1,parameters,0"
「喂，这里乱七八糟的。,"Map065.json,events,20,pages,1,list,2,parameters,0"
你是女孩子，应该更加自律！」,"Map065.json,events,20,pages,1,list,3,parameters,0"
左边的女性,"Map065.json,events,20,pages,1,list,6,parameters,0"
「两三天肯定记不住啦」,"Map065.json,events,20,pages,1,list,7,parameters,0"
右边的女性,"Map065.json,events,20,pages,1,list,9,parameters,0"
「没关系。,"Map065.json,events,20,pages,1,list,10,parameters,0"
我会好好教你做女孩子的。,"Map065.json,events,20,pages,1,list,11,parameters,0"
毕竟我是你的女朋友嘛」,"Map065.json,events,20,pages,1,list,12,parameters,0"
\C[27]清彦,"Map065.json,events,20,pages,1,list,14,parameters,0"
「（两个人重新在一起后,"Map065.json,events,20,pages,1,list,15,parameters,0"
男朋友变成女性了吗。,"Map065.json,events,20,pages,1,list,16,parameters,0"
这两个人以后会怎样呢）」,"Map065.json,events,20,pages,1,list,17,parameters,0"
女子,"Map065.json,events,21,name"
右边的女性,"Map065.json,events,21,pages,0,list,1,parameters,0"
「喂，这里乱七八糟的。,"Map065.json,events,21,pages,0,list,2,parameters,0"
你是女孩子，应该更加自律！」,"Map065.json,events,21,pages,0,list,3,parameters,0"
左边的女性,"Map065.json,events,21,pages,0,list,6,parameters,0"
「两三天肯定记不住啦」,"Map065.json,events,21,pages,0,list,7,parameters,0"
右边的女性,"Map065.json,events,21,pages,0,list,9,parameters,0"
「没关系。,"Map065.json,events,21,pages,0,list,10,parameters,0"
我会好好教你做女孩子的。,"Map065.json,events,21,pages,0,list,11,parameters,0"
毕竟我是你的女朋友嘛」,"Map065.json,events,21,pages,0,list,12,parameters,0"
\C[27]清彦,"Map065.json,events,21,pages,0,list,14,parameters,0"
「（两个人重新在一起后,"Map065.json,events,21,pages,0,list,15,parameters,0"
男朋友变成女性了吗。,"Map065.json,events,21,pages,0,list,16,parameters,0"
这两个人以后会怎样呢）」,"Map065.json,events,21,pages,0,list,17,parameters,0"
右边的女性,"Map065.json,events,21,pages,1,list,1,parameters,0"
「喂，这里乱七八糟的。,"Map065.json,events,21,pages,1,list,2,parameters,0"
你是女孩子，应该更加自律！」,"Map065.json,events,21,pages,1,list,3,parameters,0"
左边的女性,"Map065.json,events,21,pages,1,list,6,parameters,0"
「两三天肯定记不住啦」,"Map065.json,events,21,pages,1,list,7,parameters,0"
右边的女性,"Map065.json,events,21,pages,1,list,9,parameters,0"
「没关系。,"Map065.json,events,21,pages,1,list,10,parameters,0"
我会好好教你做女孩子的。,"Map065.json,events,21,pages,1,list,11,parameters,0"
毕竟我是你的女朋友嘛」,"Map065.json,events,21,pages,1,list,12,parameters,0"
\C[27]清彦,"Map065.json,events,21,pages,1,list,14,parameters,0"
「（两个人重新在一起后,"Map065.json,events,21,pages,1,list,15,parameters,0"
男朋友变成女性了吗。,"Map065.json,events,21,pages,1,list,16,parameters,0"
这两个人以后会怎样呢）」,"Map065.json,events,21,pages,1,list,17,parameters,0"
