新人教会的人,"Map013.json,events,2,name"
「……两个月啊。,"Map013.json,events,10,pages,2,list,145,parameters,0"
今天就随便散散步，去那个人的家吧……」,"Map013.json,events,10,pages,2,list,146,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,4,list,3,parameters,0"
“那个～……”,"Map013.json,events,10,pages,4,list,4,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,6,parameters,0"
“是的。有什么事吗，魔物娘小姐？”,"Map013.json,events,10,pages,4,list,7,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,4,list,9,parameters,0"
“实际上――。”,"Map013.json,events,10,pages,4,list,10,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,16,parameters,0"
“原来如此……。,"Map013.json,events,10,pages,4,list,17,parameters,0"
被自称吸血姬的魔物娘咬了一口，结果同化了吧？”,"Map013.json,events,10,pages,4,list,18,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,4,list,20,parameters,0"
“是的。,"Map013.json,events,10,pages,4,list,21,parameters,0"
有什么办法可以解决吗……？”,"Map013.json,events,10,pages,4,list,22,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,4,list,25,parameters,0"
“（话说回来……。,"Map013.json,events,10,pages,4,list,26,parameters,0"
这个人的血看起来非常美味。,"Map013.json,events,10,pages,4,list,27,parameters,0"
\!啊……！不要想多余的事情）”,"Map013.json,events,10,pages,4,list,28,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,33,parameters,0"
“（写作‘吸血姬’而不是‘吸血鬼’。,"Map013.json,events,10,pages,4,list,34,parameters,0"
与普通的吸血鬼不同，似乎拥有相当的力量……）”,"Map013.json,events,10,pages,4,list,35,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,37,parameters,0"
“（但没关系！,"Map013.json,events,10,pages,4,list,38,parameters,0"
我在那个人那里接受了修行。,"Map013.json,events,10,pages,4,list,39,parameters,0"
一定能够帮助她解决烦恼！）”,"Map013.json,events,10,pages,4,list,40,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,42,parameters,0"
“请放心。,"Map013.json,events,10,pages,4,list,43,parameters,0"
我会尽力帮助你……！,"Map013.json,events,10,pages,4,list,44,parameters,0"
请放松身体。”,"Map013.json,events,10,pages,4,list,45,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,4,list,49,parameters,0"
“谢谢你。\!,"Map013.json,events,10,pages,4,list,50,parameters,0"
（……这样就可以了吧？）”,"Map013.json,events,10,pages,4,list,51,parameters,0"
从那个人那里得到的连衣裙。,"Map013.json,events,10,pages,4,list,53,parameters,0"
配套的服装和内衣。,"Map013.json,events,10,pages,4,list,54,parameters,0"
穿上可爱的东西，变得可爱。,"Map013.json,events,10,pages,4,list,55,parameters,0"
这是……非常开心的事情，可是，可以扔掉吗。,"Map013.json,events,10,pages,4,list,56,parameters,0"
这已经是第几次思考了呢。,"Map013.json,events,10,pages,4,list,58,parameters,0"
……冷静下来，心无旁骛。,"Map013.json,events,10,pages,4,list,59,parameters,0"
治疗结束后，这种思考也会消失。,"Map013.json,events,10,pages,4,list,60,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,4,list,64,parameters,0"
“谢谢你！,"Map013.json,events,10,pages,4,list,65,parameters,0"
（好了，总算可以变回男性了。,"Map013.json,events,10,pages,4,list,66,parameters,0"
和这个身体说再见了）”,"Map013.json,events,10,pages,4,list,67,parameters,0"
衣服的面积很小。,"Map013.json,events,10,pages,4,list,69,parameters,0"
特别的头发颜色，因为脸太可爱而显眼。,"Map013.json,events,10,pages,4,list,70,parameters,0"
被当作‘女孩子’看待，这可能是最后一次了。,"Map013.json,events,10,pages,4,list,71,parameters,0"
再次像往常一样旅行。,"Map013.json,events,10,pages,4,list,73,parameters,0"
虽然债务还没有还清……。,"Map013.json,events,10,pages,4,list,74,parameters,0"
能够做当然的事情。,"Map013.json,events,10,pages,4,list,75,parameters,0"
对此，她感到感激。,"Map013.json,events,10,pages,4,list,76,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,81,parameters,0"
“……\.\.哈啊！”,"Map013.json,events,10,pages,4,list,82,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,86,parameters,0"
“（果然一次不行吗）”,"Map013.json,events,10,pages,4,list,87,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,89,parameters,0"
“没关系。多试几次就一定……”,"Map013.json,events,10,pages,4,list,90,parameters,0"
――十分钟后。,"Map013.json,events,10,pages,4,list,94,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,100,parameters,0"
“哈啊……\.\.哈啊……。\.\.\.,"Map013.json,events,10,pages,4,list,101,parameters,0"
对、对不起。\.\.真是……”,"Map013.json,events,10,pages,4,list,102,parameters,0"
……难道说，无法变回去吗？,"Map013.json,events,10,pages,4,list,105,parameters,0"
绝望般的现实袭击了她。\!,"Map013.json,events,10,pages,4,list,106,parameters,0"
明明经历了那么多困难……从那里逃出来。,"Map013.json,events,10,pages,4,list,107,parameters,0"
然而，不知为何，她感到安心。,"Map013.json,events,10,pages,4,list,108,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,110,parameters,0"
“呼……。\!嗯……不仅是外貌,"Map013.json,events,10,pages,4,list,111,parameters,0"
连灵魂也发生了变质。,"Map013.json,events,10,pages,4,list,112,parameters,0"
\!所以……\.对不起。”,"Map013.json,events,10,pages,4,list,113,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,4,list,116,parameters,0"
“不行……吗？”,"Map013.json,events,10,pages,4,list,117,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,119,parameters,0"
“……很遗憾”,"Map013.json,events,10,pages,4,list,120,parameters,0"
\C[18]不行。\C[0]\!,"Map013.json,events,10,pages,4,list,122,parameters,0"
教会的人全力为她治疗。,"Map013.json,events,10,pages,4,list,123,parameters,0"
但是……不知为何，自己也松了一口气。,"Map013.json,events,10,pages,4,list,124,parameters,0"
无法恢复原样，就意味着一辈子都这样。,"Map013.json,events,10,pages,4,list,125,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,4,list,127,parameters,0"
“谢谢你。”,"Map013.json,events,10,pages,4,list,128,parameters,0"
离开那个地方。\!,"Map013.json,events,10,pages,4,list,132,parameters,0"
从现在开始，她将一生作为魔物娘生活。,"Map013.json,events,10,pages,4,list,133,parameters,0"
穿上可爱的衣服，吸引他人,"Map013.json,events,10,pages,4,list,134,parameters,0"
最终\C[18]‘作为女性’\C[0]结婚。,"Map013.json,events,10,pages,4,list,135,parameters,0"
然而，几乎没有不安。,"Map013.json,events,10,pages,4,list,137,parameters,0"
不，甚至感到幸福。,"Map013.json,events,10,pages,4,list,138,parameters,0"
仿佛从出生时起，自己就是魔物娘一样。,"Map013.json,events,10,pages,4,list,139,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,144,parameters,0"
（自己的实力不足真是可悲。,"Map013.json,events,10,pages,4,list,146,parameters,0"
还需要更多的修行）”,"Map013.json,events,10,pages,4,list,147,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,149,parameters,0"
“（如果是师傅的话，能治好她吗……。,"Map013.json,events,10,pages,4,list,150,parameters,0"
那个人说过‘可爱的孩子就让她保持原样。,"Map013.json,events,10,pages,4,list,151,parameters,0"
尤其是原本是男性的人’之类的话）”,"Map013.json,events,10,pages,4,list,152,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,154,parameters,0"
“（果然还是应该叫他过来吗……？,"Map013.json,events,10,pages,4,list,155,parameters,0"
只是，现在叫他过来的话……不知道要等到什么时候）”,"Map013.json,events,10,pages,4,list,156,parameters,0"
几十分钟后。,"Map013.json,events,10,pages,4,list,159,parameters,0"
站在写着『酒馆「妖怪娘」』的招牌前。,"Map013.json,events,10,pages,4,list,164,parameters,0"
以这个身体，立刻成为冒险家,"Map013.json,events,10,pages,4,list,166,parameters,0"
在这个岛上寻找宝藏，绝对不会错。,"Map013.json,events,10,pages,4,list,167,parameters,0"
作为同样的魔物娘，情况下可能会帮助我。,"Map013.json,events,10,pages,4,list,168,parameters,0"
……那个人也有可能会来，但是。,"Map013.json,events,10,pages,4,list,169,parameters,0"
而且，只是待在这里就感到安心。,"Map013.json,events,10,pages,4,list,171,parameters,0"
仿佛……所有的魔物娘都被这里吸引一样。,"Map013.json,events,10,pages,4,list,172,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,4,list,174,parameters,0"
「（……可能一辈子都无法回去了。,"Map013.json,events,10,pages,4,list,175,parameters,0"
但是，也不想回去那里）」,"Map013.json,events,10,pages,4,list,176,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,4,list,178,parameters,0"
「（但是……在这里，感觉会有伙伴。,"Map013.json,events,10,pages,4,list,179,parameters,0"
应该有很多这样的人，嗯）」,"Map013.json,events,10,pages,4,list,180,parameters,0"
……难道回不去了吗？,"Map013.json,events,10,pages,4,list,195,parameters,0"
绝望般的现实袭击了她。\!,"Map013.json,events,10,pages,4,list,196,parameters,0"
明明经历了那么多困难……从那里逃出来了。,"Map013.json,events,10,pages,4,list,197,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,199,parameters,0"
“呼……。\!嗯……不仅是外貌,"Map013.json,events,10,pages,4,list,200,parameters,0"
连灵魂也发生了变质。,"Map013.json,events,10,pages,4,list,201,parameters,0"
\!所以……\.对不起。”,"Map013.json,events,10,pages,4,list,202,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,4,list,205,parameters,0"
「……一辈子，就这样吗？」,"Map013.json,events,10,pages,4,list,206,parameters,0"
小心翼翼地问。,"Map013.json,events,10,pages,4,list,208,parameters,0"
即使知道可能已经没有希望……。,"Map013.json,events,10,pages,4,list,209,parameters,0"
也许，今天『不行』。,"Map013.json,events,10,pages,4,list,210,parameters,0"
只要条件齐全……。,"Map013.json,events,10,pages,4,list,211,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,213,parameters,0"
“……很遗憾”,"Map013.json,events,10,pages,4,list,214,parameters,0"
\C[18]不行。\C[0]\!,"Map013.json,events,10,pages,4,list,216,parameters,0"
教会的人全力治疗了她。,"Map013.json,events,10,pages,4,list,217,parameters,0"
但是……现实是残酷的。,"Map013.json,events,10,pages,4,list,218,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,4,list,220,parameters,0"
「……谢谢你」,"Map013.json,events,10,pages,4,list,221,parameters,0"
勉强保持意识，离开那个地方。\!,"Map013.json,events,10,pages,4,list,226,parameters,0"
一辈子，作为魔物娘……吸血姬,"Map013.json,events,10,pages,4,list,227,parameters,0"
\C[27]作为女孩子\C[0]活下去，思绪无法追赶……。,"Map013.json,events,10,pages,4,list,228,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,233,parameters,0"
（自己的实力不足真是可悲。,"Map013.json,events,10,pages,4,list,235,parameters,0"
还需要更多的修行）”,"Map013.json,events,10,pages,4,list,236,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,238,parameters,0"
“（如果是师傅的话，能治好她吗……。,"Map013.json,events,10,pages,4,list,239,parameters,0"
那个人说过‘可爱的孩子就让她保持原样。,"Map013.json,events,10,pages,4,list,240,parameters,0"
尤其是原本是男性的人’之类的话）”,"Map013.json,events,10,pages,4,list,241,parameters,0"
教会的人,"Map013.json,events,10,pages,4,list,243,parameters,0"
“（果然还是应该叫他过来吗……？,"Map013.json,events,10,pages,4,list,244,parameters,0"
只是，现在叫他过来的话……不知道要等到什么时候）”,"Map013.json,events,10,pages,4,list,245,parameters,0"
几十分钟后。,"Map013.json,events,10,pages,4,list,248,parameters,0"
漫无目的地走着，终于头脑冷静下来。,"Map013.json,events,10,pages,4,list,253,parameters,0"
注意到时，她站在写着『酒馆「妖怪娘」』的,"Map013.json,events,10,pages,4,list,255,parameters,0"
招牌前。,"Map013.json,events,10,pages,4,list,256,parameters,0"
不知为何，待在这家店前，感到安心。,"Map013.json,events,10,pages,4,list,257,parameters,0"
仿佛……自己的伙伴就在里面。,"Map013.json,events,10,pages,4,list,258,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,4,list,260,parameters,0"
「（……已经没有钱了。无法上船。,"Map013.json,events,10,pages,4,list,261,parameters,0"
现实问题，不是债务的问题。而且……）」,"Map013.json,events,10,pages,4,list,262,parameters,0"
现在的我，是清彦但又不是清彦。,"Map013.json,events,10,pages,4,list,264,parameters,0"
就算看到这样的样子，也没有一个熟人能认出来。,"Map013.json,events,10,pages,4,list,265,parameters,0"
\!不仅外貌，性别和种族都发生了变化。,"Map013.json,events,10,pages,4,list,266,parameters,0"
债务很抱歉，可能只能逃避了。,"Map013.json,events,10,pages,4,list,267,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,4,list,269,parameters,0"
「（那么……必须工作。,"Map013.json,events,10,pages,4,list,270,parameters,0"
但是，也不想回那个屋子。,"Map013.json,events,10,pages,4,list,271,parameters,0"
……去问一下店员吧）」,"Map013.json,events,10,pages,4,list,272,parameters,0"
教会的人,"Map013.json,events,10,pages,5,list,1,parameters,0"
「小姐，怎么了？,"Map013.json,events,10,pages,5,list,2,parameters,0"
湿漉漉的，有没有在哪里摔倒？」,"Map013.json,events,10,pages,5,list,3,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,5,list,5,parameters,0"
「小姐……。\!其实——。,"Map013.json,events,10,pages,5,list,6,parameters,0"
被称为小姐的我屏住呼吸。,"Map013.json,events,10,pages,5,list,8,parameters,0"
这个称呼我可能一辈子都不会习惯。,"Map013.json,events,10,pages,5,list,9,parameters,0"
像那个男孩说的那样,"Map013.json,events,10,pages,5,list,10,parameters,0"
从现在开始被称为姐姐。小姐。会一直持续下去吗。,"Map013.json,events,10,pages,5,list,11,parameters,0"
教会的人,"Map013.json,events,10,pages,5,list,17,parameters,0"
「原来如此……是这样啊。,"Map013.json,events,10,pages,5,list,18,parameters,0"
明白了，请放松一点。,"Map013.json,events,10,pages,5,list,19,parameters,0"
我会尽力而为！」,"Map013.json,events,10,pages,5,list,20,parameters,0"
教会的人,"Map013.json,events,10,pages,5,list,23,parameters,0"
「起！」,"Map013.json,events,10,pages,5,list,24,parameters,0"
教会的人,"Map013.json,events,10,pages,5,list,27,parameters,0"
「果然一次不行吗……。,"Map013.json,events,10,pages,5,list,28,parameters,0"
我会尝试几次的」,"Map013.json,events,10,pages,5,list,29,parameters,0"
教会的人额头上冒着汗，喘着气。,"Map013.json,events,10,pages,5,list,39,parameters,0"
效果只是衣服变干而已。,"Map013.json,events,10,pages,5,list,40,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,5,list,42,parameters,0"
「……看来不行吗？」,"Map013.json,events,10,pages,5,list,43,parameters,0"
教会的人,"Map013.json,events,10,pages,5,list,45,parameters,0"
「对不起……哈哈。,"Map013.json,events,10,pages,5,list,46,parameters,0"
\!我可能无能为力……」,"Map013.json,events,10,pages,5,list,47,parameters,0"
清彦,"Map013.json,events,10,pages,5,list,49,parameters,0"
「『我可能无能为力』？」,"Map013.json,events,10,pages,5,list,50,parameters,0"
教会的人,"Map013.json,events,10,pages,5,list,52,parameters,0"
「如果是师傅的话或许……。,"Map013.json,events,10,pages,5,list,53,parameters,0"
要叫他的话，他现在好像有其他事情忙,"Map013.json,events,10,pages,5,list,54,parameters,0"
可能需要一些时间……\!大概两个月左右」,"Map013.json,events,10,pages,5,list,55,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,5,list,58,parameters,0"
「两、两个月」,"Map013.json,events,10,pages,5,list,59,parameters,0"
还以这样的少女模样……？,"Map013.json,events,10,pages,5,list,61,parameters,0"
穿着小巧女孩穿的连衣裙——。,"Map013.json,events,10,pages,5,list,62,parameters,0"
突然向旁边看去，发现墙上挂着一面镜子。,"Map013.json,events,10,pages,5,list,66,parameters,0"
白色的连衣裙非常合身,"Map013.json,events,10,pages,5,list,68,parameters,0"
从那里伸出的纤细柔滑的双手和双脚映衬出可爱的少女。,"Map013.json,events,10,pages,5,list,69,parameters,0"
几乎没有原来的面貌了。,"Map013.json,events,10,pages,5,list,71,parameters,0"
年龄也似乎变小了……？,"Map013.json,events,10,pages,5,list,72,parameters,0"
胸部稍微小了一点，但这反而,"Map013.json,events,10,pages,5,list,73,parameters,0"
使她看起来更加苗条，更能展现她的魅力。,"Map013.json,events,10,pages,5,list,74,parameters,0"
教会的人,"Map013.json,events,10,pages,5,list,79,parameters,0"
「……就是这样，接下来的一段时间,"Map013.json,events,10,pages,5,list,80,parameters,0"
\!那个，清彦先生……？」,"Map013.json,events,10,pages,5,list,81,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,5,list,86,parameters,0"
「是、是！,"Map013.json,events,10,pages,5,list,87,parameters,0"
怎么了，我发呆了吗」,"Map013.json,events,10,pages,5,list,88,parameters,0"
教会的人,"Map013.json,events,10,pages,5,list,91,parameters,0"
「请暂时来我家。,"Map013.json,events,10,pages,5,list,92,parameters,0"
我会尽力帮助你」,"Map013.json,events,10,pages,5,list,93,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,5,list,95,parameters,0"
「那真是太感谢了……。,"Map013.json,events,10,pages,5,list,96,parameters,0"
但是现在的我一文不名」,"Map013.json,events,10,pages,5,list,97,parameters,0"
教会的人,"Map013.json,events,10,pages,5,list,99,parameters,0"
「没关系。,"Map013.json,events,10,pages,5,list,100,parameters,0"
我向师傅解释后，他立刻给了我资金。,"Map013.json,events,10,pages,5,list,101,parameters,0"
请放心，这也是我们共同的事业」,"Map013.json,events,10,pages,5,list,102,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,5,list,105,parameters,0"
「你来得真快……,"Map013.json,events,10,pages,5,list,106,parameters,0"
无论如何，多谢照顾」,"Map013.json,events,10,pages,5,list,107,parameters,0"
教会的人,"Map013.json,events,10,pages,5,list,109,parameters,0"
「我的家在\C[18]东边居民专用区\C[0]。,"Map013.json,events,10,pages,5,list,110,parameters,0"
请向士兵出示通行证。,"Map013.json,events,10,pages,5,list,111,parameters,0"
地址写在背面」,"Map013.json,events,10,pages,5,list,112,parameters,0"
获得了『居民卡』。,"Map013.json,events,10,pages,5,list,115,parameters,0"
教会的人,"Map013.json,events,10,pages,5,list,118,parameters,0"
「那么，我会在工作时间结束之前一直在这里。,"Map013.json,events,10,pages,5,list,119,parameters,0"
请随意，我家在\C[18]那里等你\C[0]」,"Map013.json,events,10,pages,5,list,120,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,5,list,122,parameters,0"
「谢谢。,"Map013.json,events,10,pages,5,list,123,parameters,0"
那么，稍微去城里散散步吧」,"Map013.json,events,10,pages,5,list,124,parameters,0"
教会的人,"Map013.json,events,10,pages,5,list,126,parameters,0"
「好的，再见」,"Map013.json,events,10,pages,5,list,127,parameters,0"
教会的人,"Map013.json,events,10,pages,5,list,133,parameters,0"
「（真是的，师傅喜欢变性男人呢。,"Map013.json,events,10,pages,5,list,134,parameters,0"
我解释情况后，他立刻提供了资金,"Map013.json,events,10,pages,5,list,135,parameters,0"
还说『期待与那个人见面』……）」,"Map013.json,events,10,pages,5,list,136,parameters,0"
教会的人,"Map013.json,events,10,pages,5,list,138,parameters,0"
「（又要在晚上袭击那种人吗……,"Map013.json,events,10,pages,5,list,139,parameters,0"
虽然希望他尽量不要这样……嗯）」,"Map013.json,events,10,pages,5,list,140,parameters,0"
士兵,"Map013.json,events,10,pages,5,list,150,parameters,0"
「非常抱歉。,"Map013.json,events,10,pages,5,list,151,parameters,0"
从这里开始，只有居民才能进入」,"Map013.json,events,10,pages,5,list,152,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,5,list,154,parameters,0"
「那么……」,"Map013.json,events,10,pages,5,list,155,parameters,0"
向士兵展示了卡片。,"Map013.json,events,10,pages,5,list,157,parameters,0"
士兵接过卡片，反复查看正反面……,"Map013.json,events,10,pages,5,list,158,parameters,0"
士兵,"Map013.json,events,10,pages,5,list,160,parameters,0"
「失礼了。,"Map013.json,events,10,pages,5,list,161,parameters,0"
请通过」,"Map013.json,events,10,pages,5,list,162,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,5,list,172,parameters,0"
「根据地图……是这里吧。,"Map013.json,events,10,pages,5,list,173,parameters,0"
……打扰了」,"Map013.json,events,10,pages,5,list,174,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,5,list,186,parameters,0"
「……两个月啊。,"Map013.json,events,10,pages,5,list,187,parameters,0"
再怎么想也没用，现在只能适应这个身体。,"Map013.json,events,10,pages,5,list,188,parameters,0"
今天就随便散散步，去那个人的家吧」,"Map013.json,events,10,pages,5,list,189,parameters,0"
教会的人,"Map013.json,events,10,pages,6,list,1,parameters,0"
「姐姐，怎么了？,"Map013.json,events,10,pages,6,list,2,parameters,0"
从哪里摔下来了？」,"Map013.json,events,10,pages,6,list,3,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,6,list,5,parameters,0"
“实际上――。”,"Map013.json,events,10,pages,6,list,6,parameters,0"
教会的人,"Map013.json,events,10,pages,6,list,12,parameters,0"
「原来如此……,"Map013.json,events,10,pages,6,list,13,parameters,0"
但是，真的看不出是男性呢……」,"Map013.json,events,10,pages,6,list,14,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,6,list,16,parameters,0"
「变得面目全非了……,"Map013.json,events,10,pages,6,list,17,parameters,0"
我非常理解女性的心情。,"Map013.json,events,10,pages,6,list,18,parameters,0"
这样的胸部，真的不该有……哈哈」,"Map013.json,events,10,pages,6,list,19,parameters,0"
教会的人,"Map013.json,events,10,pages,6,list,22,parameters,0"
「（嗯……真的很大。,"Map013.json,events,10,pages,6,list,23,parameters,0"
比我大一圈两圈……真羡慕）」,"Map013.json,events,10,pages,6,list,24,parameters,0"
教会的人,"Map013.json,events,10,pages,6,list,27,parameters,0"
「（不行，要工作了）,"Map013.json,events,10,pages,6,list,28,parameters,0"
那么……开始吧。\!嗯！」,"Map013.json,events,10,pages,6,list,29,parameters,0"
教会的人,"Map013.json,events,10,pages,6,list,32,parameters,0"
「果然一次不行吗……。,"Map013.json,events,10,pages,6,list,33,parameters,0"
我会尝试几次的」,"Map013.json,events,10,pages,6,list,34,parameters,0"
教会的人额头上冒着汗，喘着气。,"Map013.json,events,10,pages,6,list,44,parameters,0"
效果只是衣服变干而已。,"Map013.json,events,10,pages,6,list,45,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,6,list,47,parameters,0"
「不行吗？」,"Map013.json,events,10,pages,6,list,48,parameters,0"
教会的人,"Map013.json,events,10,pages,6,list,50,parameters,0"
「对不起……哈哈。,"Map013.json,events,10,pages,6,list,51,parameters,0"
\!我可能无能为力……」,"Map013.json,events,10,pages,6,list,52,parameters,0"
清彦,"Map013.json,events,10,pages,6,list,54,parameters,0"
「『我可能无能为力』？」,"Map013.json,events,10,pages,6,list,55,parameters,0"
教会的人,"Map013.json,events,10,pages,6,list,57,parameters,0"
「如果是师傅的话或许……。,"Map013.json,events,10,pages,6,list,58,parameters,0"
要叫他的话，他现在好像有其他事情忙,"Map013.json,events,10,pages,6,list,59,parameters,0"
可能需要一些时间……\!大概两个月左右」,"Map013.json,events,10,pages,6,list,60,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,6,list,64,parameters,0"
「两、两个月」,"Map013.json,events,10,pages,6,list,65,parameters,0"
还要保持这个样子……？,"Map013.json,events,10,pages,6,list,67,parameters,0"
还要背负这块铅……？,"Map013.json,events,10,pages,6,list,68,parameters,0"
还要保持这么脆弱的样子……？,"Map013.json,events,10,pages,6,list,69,parameters,0"
思绪纷乱，无法整理。,"Map013.json,events,10,pages,6,list,71,parameters,0"
只是呆呆地站在那里。,"Map013.json,events,10,pages,6,list,72,parameters,0"
教会的人,"Map013.json,events,10,pages,6,list,77,parameters,0"
「……就是这样，接下来的一段时间,"Map013.json,events,10,pages,6,list,78,parameters,0"
\!那个，清彦先生……？」,"Map013.json,events,10,pages,6,list,79,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,6,list,84,parameters,0"
「是、是！,"Map013.json,events,10,pages,6,list,85,parameters,0"
对不起，刚才发呆了」,"Map013.json,events,10,pages,6,list,86,parameters,0"
教会的人,"Map013.json,events,10,pages,6,list,89,parameters,0"
「请暂时来我家。,"Map013.json,events,10,pages,6,list,90,parameters,0"
我会尽力帮助你」,"Map013.json,events,10,pages,6,list,91,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,6,list,93,parameters,0"
「那真是太感谢了……。,"Map013.json,events,10,pages,6,list,94,parameters,0"
但是现在的我一文不名」,"Map013.json,events,10,pages,6,list,95,parameters,0"
教会的人,"Map013.json,events,10,pages,6,list,97,parameters,0"
「没关系。,"Map013.json,events,10,pages,6,list,98,parameters,0"
我向师傅解释后，他立刻给了我资金。,"Map013.json,events,10,pages,6,list,99,parameters,0"
请放心，这也是我们共同的事业」,"Map013.json,events,10,pages,6,list,100,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,6,list,103,parameters,0"
「你来得真快……,"Map013.json,events,10,pages,6,list,104,parameters,0"
无论如何，多谢照顾」,"Map013.json,events,10,pages,6,list,105,parameters,0"
教会的人,"Map013.json,events,10,pages,6,list,107,parameters,0"
「我的家在\C[18]东边居民专用区\C[0]。,"Map013.json,events,10,pages,6,list,108,parameters,0"
请向士兵出示通行证。,"Map013.json,events,10,pages,6,list,109,parameters,0"
地址写在背面」,"Map013.json,events,10,pages,6,list,110,parameters,0"
获得了『居民卡』。,"Map013.json,events,10,pages,6,list,113,parameters,0"
教会的人,"Map013.json,events,10,pages,6,list,115,parameters,0"
「那么，我会在工作时间结束之前一直在这里。,"Map013.json,events,10,pages,6,list,116,parameters,0"
请随意，我家在\C[18]那里等你\C[0]」,"Map013.json,events,10,pages,6,list,117,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,6,list,119,parameters,0"
「谢谢。,"Map013.json,events,10,pages,6,list,120,parameters,0"
那么，稍微去城里散散步吧」,"Map013.json,events,10,pages,6,list,121,parameters,0"
教会的人,"Map013.json,events,10,pages,6,list,123,parameters,0"
「知道了，再见」,"Map013.json,events,10,pages,6,list,124,parameters,0"
教会的人,"Map013.json,events,10,pages,6,list,130,parameters,0"
「（真是的，师傅喜欢变性男人呢。,"Map013.json,events,10,pages,6,list,131,parameters,0"
我解释情况后，他立刻提供了资金,"Map013.json,events,10,pages,6,list,132,parameters,0"
还说『期待与那个人见面』……」,"Map013.json,events,10,pages,6,list,133,parameters,0"
教会的人,"Map013.json,events,10,pages,6,list,135,parameters,0"
「（又要在晚上袭击那种人吗……,"Map013.json,events,10,pages,6,list,136,parameters,0"
虽然希望他尽量不要这样……嗯）」,"Map013.json,events,10,pages,6,list,137,parameters,0"
教会的人,"Map013.json,events,10,pages,7,list,3,parameters,0"
「哎呀，哈比来到这个城市了啊。,"Map013.json,events,10,pages,7,list,4,parameters,0"
今天有什么事情吗？」,"Map013.json,events,10,pages,7,list,5,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,7,list,7,parameters,0"
“实际上――。”,"Map013.json,events,10,pages,7,list,8,parameters,0"
教会的人,"Map013.json,events,10,pages,7,list,15,parameters,0"
「原来如此……捡到水晶就变成哈比了。,"Map013.json,events,10,pages,7,list,16,parameters,0"
真是不幸啊，清彦先生。,"Map013.json,events,10,pages,7,list,17,parameters,0"
我会尽力帮助你……\.\.\.请放松」,"Map013.json,events,10,pages,7,list,18,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,7,list,20,parameters,0"
「拜托了」,"Map013.json,events,10,pages,7,list,21,parameters,0"
教会的人,"Map013.json,events,10,pages,7,list,26,parameters,0"
「（没问题……,"Map013.json,events,10,pages,7,list,27,parameters,0"
作为修行过的我，一定能治愈！）」,"Map013.json,events,10,pages,7,list,28,parameters,0"
教会的人,"Map013.json,events,10,pages,7,list,30,parameters,0"
